User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
466,1,Mastercard,Debit,5198979610127128,04/2021,198,YES,2,15849.0,08/2001,2009,No
466,2,Visa,Debit,4557993037807765,06/2024,133,YES,1,16566.0,08/2005,2009,No
466,3,Discover,Credit,6626432321225878,04/2012,326,YES,1,10400.0,12/2009,2009,No
467,0,Mastercard,Credit,5222647370028655,02/2020,719,YES,1,9200.0,02/2020,2020,No
467,1,Mastercard,Debit,5809837164960502,02/2020,924,YES,2,17967.0,02/2020,2020,No
467,2,Amex,Credit,396462574931667,01/2021,620,YES,2,8400.0,01/2020,2020,No
468,0,Mastercard,Debit,5422957944601642,09/2024,948,YES,1,14168.0,01/2020,2020,No
468,1,Visa,Debit,4123194661733540,06/2020,64,YES,1,3149.0,02/2020,2020,No
469,0,Mastercard,Debit,5782529755084769,04/2023,269,YES,1,13161.0,02/2020,2020,No
470,0,Visa,Credit,4754358973470963,09/2020,373,YES,2,11700.0,02/2004,2008,No
470,1,Mastercard,Debit,5027764290591247,01/2019,566,YES,1,17678.0,02/2017,2017,No
470,2,Visa,Debit (Prepaid),4326629340318761,04/2020,522,YES,1,81.0,09/2015,2015,No
470,3,Mastercard,Debit,5305887216431015,01/2023,421,YES,2,26231.0,07/2017,2017,No
471,0,Visa,Credit,4856130775211817,11/2021,465,YES,1,7700.0,03/2017,2017,No
471,1,Visa,Credit,4665143171978631,08/2022,867,YES,1,6800.0,11/2006,2009,No
471,2,Mastercard,Debit,5937799398015248,03/2023,923,YES,2,736.0,03/2010,2015,No
472,0,Visa,Debit (Prepaid),4060923248609933,08/2018,596,YES,1,96.0,10/2012,2012,No
472,1,Mastercard,Debit,5310596598623892,04/2017,141,NO,1,14977.0,10/2015,2015,No
472,2,Visa,Debit,4341345706839092,04/2023,273,YES,1,13162.0,02/2020,2020,No
472,3,Visa,Debit,4623542302475012,11/2019,482,YES,2,17649.0,09/2013,2013,No
472,4,Visa,Debit,4494703150961667,02/2021,363,YES,1,10538.0,11/2011,2011,No
472,5,Mastercard,Credit,5605519998768278,02/2022,522,YES,2,10500.0,11/2007,2011,No
472,6,Mastercard,Debit (Prepaid),5315223005212889,11/2020,984,YES,2,74.0,01/2007,2010,No
473,0,Visa,Debit,4374159186975002,02/2018,407,YES,1,39441.0,10/2002,2008,No
473,1,Mastercard,Debit,5253617024037347,11/2022,224,YES,2,27720.0,05/2016,2016,No
473,2,Amex,Credit,376110023635089,05/2023,593,YES,1,20800.0,04/2011,2013,No
473,3,Visa,Credit,4309882951597541,10/2022,139,YES,2,5300.0,04/2017,2017,No
474,0,Visa,Debit (Prepaid),4634294164066043,01/2023,50,NO,1,65.0,01/2001,2007,No
475,0,Visa,Debit,4252420197645247,08/2021,661,YES,2,20182.0,02/2020,2020,No
475,1,Visa,Credit,4729190647946641,01/2020,219,YES,2,8700.0,01/2020,2020,No
476,0,Visa,Credit,4272312295078550,05/2020,575,YES,1,23300.0,01/2020,2020,No
476,1,Visa,Debit,4159082277360922,02/2020,566,YES,1,8989.0,01/2020,2020,No
477,0,Mastercard,Debit,5227469913438853,02/2024,788,YES,1,41816.0,02/2020,2020,No
477,1,Visa,Debit,4669977836863167,03/2020,452,YES,1,16202.0,01/2020,2020,No
477,2,Visa,Debit,4339544686242558,10/2020,141,YES,2,39457.0,06/2014,2014,No
478,0,Visa,Credit,4346937080498804,09/2024,769,YES,3,7900.0,06/2009,2009,No
479,0,Mastercard,Credit,5603668323038217,01/2023,118,YES,2,7400.0,02/2006,2008,No
479,1,Mastercard,Debit (Prepaid),5677571318458572,08/2023,426,YES,2,107.0,06/2018,2018,No
480,0,Visa,Debit (Prepaid),4910699106963260,03/2021,36,YES,1,24.0,04/2001,2009,No
481,0,Visa,Debit,4129256843458775,08/2022,936,YES,2,88743.0,06/2004,2010,No
481,1,Visa,Credit,4008696033204121,02/2023,124,NO,1,57200.0,01/1999,2011,No
481,2,Discover,Credit,6822627615926082,08/2022,344,NO,1,2500.0,05/2014,2014,No
481,3,Mastercard,Debit,5843025504634580,12/2009,568,YES,1,151223.0,08/2004,2009,No
481,4,Visa,Credit,4860334220798378,02/2020,146,YES,1,61100.0,01/2008,2010,No
482,0,Mastercard,Debit,5250625336912959,04/2022,326,YES,1,26960.0,07/2006,2010,No
482,1,Visa,Debit,4295691183724130,12/2022,78,YES,1,16531.0,12/2011,2011,No
482,2,Mastercard,Debit (Prepaid),5918296616309874,05/2024,983,YES,1,69.0,04/2013,2013,No
482,3,Mastercard,Debit,5051979533646210,08/2021,72,YES,1,14054.0,12/2016,2016,No
482,4,Mastercard,Credit,5175842699412235,12/2024,438,YES,1,9100.0,09/2005,2015,No
483,0,Mastercard,Debit (Prepaid),5366433748394946,02/2020,959,YES,3,74.0,01/2020,2020,No
484,0,Visa,Credit,4260588104283621,06/2024,646,YES,2,23000.0,10/2016,2016,No
484,1,Visa,Credit,4328913170467623,09/2024,875,YES,2,21900.0,10/2010,2013,No
484,2,Mastercard,Credit,5856087823647751,02/2020,101,YES,2,11200.0,01/2018,2018,No
485,0,Visa,Debit,4918920924597941,12/2020,463,YES,1,22676.0,11/2008,2012,No
486,0,Visa,Debit (Prepaid),4099931530727553,02/2022,393,YES,1,65.0,06/2009,2009,No
486,1,Discover,Credit,6749467984713176,08/2010,619,YES,2,12000.0,08/2007,2012,No
486,2,Visa,Debit,4141516913053061,05/2020,962,YES,1,20723.0,03/2007,2013,No
486,3,Mastercard,Credit,5158289509346685,01/2023,32,YES,2,11500.0,05/2007,2007,No
486,4,Discover,Credit,6676808854553552,04/2021,65,YES,2,7300.0,12/1991,2009,No
487,0,Amex,Credit,300105541992311,07/2010,939,NO,1,14400.0,10/2006,2010,No
487,1,Mastercard,Credit,5263770459718869,10/2021,775,YES,2,14200.0,06/2016,2016,No
487,2,Visa,Debit,4642596554799017,06/2020,494,YES,1,18818.0,07/2003,2008,No
487,3,Visa,Debit,4197307053098795,02/2022,125,YES,1,20509.0,09/2005,2007,No
487,4,Visa,Debit,4171435281156177,01/2023,914,YES,1,17510.0,09/2002,2008,No
488,0,Visa,Debit,4510409231872101,06/2024,704,YES,1,3335.0,10/1998,2012,No
488,1,Mastercard,Debit,5804171060704037,02/2020,104,YES,2,4598.0,12/2003,2017,No
488,2,Visa,Credit,4015655705133748,01/2020,144,YES,2,4900.0,01/2012,2012,No
488,3,Mastercard,Debit,5955617938111739,08/2013,483,YES,2,18498.0,10/2004,2010,No
489,0,Visa,Debit,4801908937828143,02/2024,380,YES,2,7312.0,05/2007,2008,No
489,1,Mastercard,Debit,5064601983715345,06/2024,589,YES,2,34799.0,04/2009,2014,No
489,2,Visa,Debit,4826493105617247,04/2021,588,YES,2,19882.0,02/1999,2010,No
489,3,Visa,Debit (Prepaid),4787366069867365,12/2019,787,YES,2,57.0,12/2010,2017,No
490,0,Visa,Debit,4860568003530350,06/2005,137,YES,1,14383.0,03/2003,2011,No
490,1,Visa,Debit,4699453860223857,12/2005,654,NO,1,20666.0,09/2000,2011,No
490,2,Mastercard,Credit,5708794034518412,04/2024,59,NO,1,8600.0,09/2010,2012,No
490,3,Mastercard,Credit,5882977035145192,10/2021,491,YES,2,11400.0,09/2013,2013,No
490,4,Mastercard,Debit,5229188034672607,12/2012,135,YES,2,19695.0,07/2012,2012,No
490,5,Visa,Debit,4061173043608031,05/2021,265,YES,1,16578.0,12/2000,2010,No
491,0,Visa,Credit,4489171973874626,09/2020,973,YES,2,8700.0,10/2014,2014,No
491,1,Mastercard,Credit,5004215911399097,01/2022,811,YES,1,10600.0,11/2004,2013,No
491,2,Mastercard,Debit,5079585270593856,02/2021,606,YES,1,12925.0,01/2006,2010,No
491,3,Mastercard,Debit,5364046151913832,10/1997,969,YES,2,906.0,09/1994,2013,No
492,0,Mastercard,Credit,5118544604271729,01/2023,774,YES,1,11600.0,01/2020,2020,No
492,1,Amex,Credit,315010583302267,06/2021,201,YES,2,10700.0,09/2017,2017,No
492,2,Mastercard,Debit,5023279394330752,02/2022,976,NO,1,42142.0,02/2009,2010,No
493,0,Mastercard,Credit,5947629329454123,02/2020,571,YES,1,4000.0,02/2020,2020,No
494,0,Amex,Credit,398280185520858,11/2015,89,YES,2,7200.0,02/2015,2015,No
494,1,Mastercard,Debit,5611435574657615,02/2023,150,YES,2,13019.0,01/2013,2013,No
494,2,Visa,Debit,4401126536336200,11/2023,42,YES,1,16647.0,07/2016,2016,No
494,3,Mastercard,Debit,5060522440059037,02/2017,556,YES,1,12247.0,12/2009,2009,No
495,0,Mastercard,Debit (Prepaid),5683429952038146,02/2020,101,YES,1,23.0,01/2020,2020,No
495,1,Visa,Debit (Prepaid),4412629636683083,05/2024,282,YES,1,91.0,01/2020,2020,No
495,2,Mastercard,Debit (Prepaid),5887279363070093,02/2020,119,YES,2,77.0,02/2020,2020,No
496,0,Visa,Debit,4802532694603491,03/2021,868,YES,1,82677.0,02/2020,2020,No
496,1,Visa,Credit,4190870670928435,07/2023,928,YES,2,23400.0,01/2020,2020,No
496,2,Mastercard,Debit,5040077771754434,01/2020,475,YES,1,72868.0,01/2020,2020,No
497,0,Visa,Debit,4479936453853477,09/2024,793,NO,2,15029.0,09/2003,2007,No
497,1,Visa,Credit,4131571170230452,05/2021,738,YES,1,9700.0,07/2009,2013,No
497,2,Mastercard,Debit,5531150587815560,12/2023,428,YES,2,6847.0,12/2009,2009,No
497,3,Mastercard,Credit,5291527325386659,07/2022,396,YES,2,4800.0,03/2003,2011,No
497,4,Mastercard,Debit,5482406481344925,02/2022,332,YES,1,17294.0,08/2002,2010,No
498,0,Visa,Credit,4159886669620519,11/2012,693,YES,3,0.0,11/2012,2012,No
499,0,Mastercard,Debit,5024268740137327,10/2024,738,YES,2,5857.0,10/2004,2007,No
499,1,Mastercard,Debit,5778350556346106,01/2023,199,YES,2,17536.0,10/2003,2010,No
499,2,Mastercard,Debit (Prepaid),5559733534356395,09/2020,153,YES,2,61.0,07/2007,2016,No
500,0,Amex,Credit,371903508360130,04/2024,251,YES,1,13300.0,10/2008,2014,No
500,1,Mastercard,Debit,5905896056968976,05/2022,924,YES,1,34278.0,03/2001,2010,No
500,2,Mastercard,Debit,5844997309688106,10/2007,563,YES,2,38235.0,08/2004,2016,No
500,3,Visa,Debit,4719754046419733,09/2024,990,NO,2,1587.0,07/2010,2013,No
500,4,Visa,Debit,4594555086793748,10/2022,454,YES,2,28156.0,04/2010,2010,No
501,0,Visa,Credit,4591747777139073,05/2022,694,NO,1,6500.0,11/2006,2018,No
501,1,Mastercard,Debit,5592784175875657,10/2012,692,YES,2,4324.0,12/2011,2011,No
501,2,Visa,Debit,4495057265994448,01/2022,846,YES,2,1112.0,06/2010,2010,No
502,0,Visa,Credit,4461982939631759,02/2020,706,YES,1,19600.0,02/2020,2020,No
502,1,Visa,Debit,4086265157159129,05/2023,965,YES,2,15182.0,04/2007,2009,No
502,2,Visa,Credit,4813172947971800,05/2017,550,YES,1,14200.0,08/2012,2012,No
502,3,Mastercard,Debit,5393830319691225,08/2022,765,YES,1,30065.0,05/2001,2011,No
503,0,Visa,Credit,4254314337252554,05/2022,597,NO,1,10600.0,02/2020,2020,No
503,1,Visa,Debit,4792077988071121,08/2020,969,YES,1,39764.0,11/2013,2013,No
503,2,Mastercard,Debit,5546499017389142,10/2023,468,YES,1,27208.0,07/2008,2008,No
503,3,Mastercard,Debit,5498290106887759,03/2016,927,NO,1,29637.0,03/2010,2010,No
503,4,Mastercard,Debit,5969016640971734,02/2020,625,YES,1,24442.0,02/2020,2020,No
503,5,Mastercard,Debit,5805455899430052,09/2024,461,YES,2,28390.0,04/2008,2008,No
504,0,Amex,Credit,398921295633424,01/2024,659,YES,2,6600.0,09/2014,2014,No
504,1,Mastercard,Debit,5922157962642456,10/2007,869,YES,1,11510.0,08/1999,2011,No
504,2,Mastercard,Credit,5840051343792983,06/2012,650,YES,1,6400.0,09/2006,2011,No
504,3,Discover,Credit,6129847719830710,08/2024,972,YES,1,1800.0,01/2006,2007,No
505,0,Visa,Credit,4509891646969778,03/2024,503,YES,2,1500.0,01/2005,2009,No
505,1,Visa,Debit,4836727908429089,01/2020,314,YES,1,14813.0,01/2020,2020,No
506,0,Mastercard,Debit,5215629197170613,12/2020,502,YES,2,40176.0,05/2005,2009,No
507,0,Amex,Credit,377759808724051,10/2023,360,YES,1,10300.0,01/2006,2013,No
507,1,Visa,Credit,4373234712011855,01/2020,735,YES,2,4400.0,02/2011,2011,No
507,2,Visa,Debit,4251519859550278,04/2019,637,YES,2,15878.0,08/2006,2008,No
508,0,Visa,Credit,4812870507989207,06/2020,393,YES,2,8500.0,07/2015,2015,No
508,1,Mastercard,Debit,5610324213392857,10/2023,951,YES,2,18022.0,01/2020,2020,No
508,2,Mastercard,Debit,5542638681640102,06/2016,555,YES,1,19597.0,06/2010,2010,No
508,3,Visa,Debit,4365836294015490,09/2021,569,YES,1,51504.0,12/2010,2010,No
509,0,Visa,Debit,4823239404534030,10/2021,123,YES,2,28717.0,01/2005,2014,No
509,1,Amex,Credit,335477025007820,11/2021,741,NO,1,7100.0,10/2006,2006,No
509,2,Mastercard,Debit,5405712448987535,06/2020,515,NO,1,27974.0,09/2003,2012,No
510,0,Mastercard,Debit,5713915813035539,12/2022,155,NO,2,6629.0,10/2007,2008,No
510,1,Mastercard,Debit,5554873957809710,03/2024,511,YES,2,2093.0,11/2007,2015,No
510,2,Visa,Debit,4170871321743414,09/2023,676,YES,2,27053.0,07/2011,2011,No
510,3,Mastercard,Debit,5870786595656028,05/2023,221,YES,2,15800.0,06/2002,2012,No
511,0,Visa,Debit,4178535461392083,05/2015,804,YES,1,20699.0,05/2002,2008,No
511,1,Visa,Debit,4671850635889899,11/2020,859,YES,2,31662.0,04/2012,2012,No
511,2,Mastercard,Credit,5219123186357731,06/2023,5,YES,1,18900.0,12/2010,2011,No
511,3,Visa,Credit,4135829985251308,11/2006,69,YES,2,14200.0,10/2006,2010,No
511,4,Mastercard,Debit,5434239693376748,12/2022,501,YES,2,25292.0,12/2013,2013,No
511,5,Mastercard,Debit,5483162440698414,03/2023,973,YES,1,19299.0,02/2020,2020,No
511,6,Visa,Debit,4815904170762930,03/2017,581,YES,2,27215.0,08/2007,2010,No
512,0,Mastercard,Debit,5461068745624979,04/2012,47,YES,2,10934.0,07/2006,2015,No
513,0,Mastercard,Credit,5831265252494760,04/2015,530,YES,2,20300.0,11/2009,2010,No
513,1,Amex,Credit,364958962386268,10/2012,140,YES,2,9700.0,10/1999,2007,No
513,2,Visa,Debit (Prepaid),4237846626072618,08/2023,204,NO,2,87.0,06/2006,2006,No
514,0,Visa,Credit,4365828013345605,02/2023,945,YES,2,11700.0,02/2013,2013,No
514,1,Mastercard,Debit,5577607865497293,12/2024,463,YES,2,16460.0,04/2010,2010,No
514,2,Visa,Debit,4602472596754075,04/2023,588,YES,1,27036.0,08/2019,2019,No
515,0,Amex,Credit,343796888595234,06/2020,130,YES,2,3100.0,11/2011,2011,No
515,1,Visa,Debit,4686786422368480,08/2021,648,YES,1,21757.0,01/2011,2011,No
515,2,Visa,Debit,4584216972557578,07/2021,880,YES,2,15925.0,08/2007,2007,No
515,3,Amex,Credit,335015591165588,12/2019,916,YES,1,10100.0,05/2007,2016,No
516,0,Mastercard,Debit,5198483282511111,07/2022,392,YES,2,20660.0,07/2018,2018,No
516,1,Visa,Debit,4470355925741360,05/2022,231,YES,1,18301.0,02/2010,2010,No
516,2,Visa,Credit,4118885453058690,05/2011,419,YES,2,14200.0,11/2010,2018,No
517,0,Visa,Debit,4475380884726150,06/2024,972,YES,1,24230.0,12/2009,2011,No
517,1,Visa,Debit,4304585079155855,10/2013,340,YES,1,19636.0,01/2013,2013,No
517,2,Mastercard,Debit (Prepaid),5000846807980564,07/2024,345,YES,3,102.0,02/2018,2018,No
517,3,Mastercard,Debit,5655027232477390,09/2022,848,YES,2,21218.0,10/2018,2018,No
517,4,Visa,Debit,4602706416826257,03/2021,862,YES,2,27066.0,09/2018,2018,No
517,5,Mastercard,Debit,5180082121310715,06/2016,148,YES,2,19723.0,07/2006,2010,No
518,0,Visa,Debit,4906910670363168,12/2020,443,YES,2,21990.0,02/2020,2020,No
518,1,Mastercard,Debit,5037135277339675,11/2021,719,YES,2,26251.0,01/2020,2020,No
519,0,Visa,Debit,4815588963693440,04/2022,752,NO,2,14614.0,02/2015,2015,No
519,1,Visa,Credit,4239689640583423,11/2022,10,YES,1,12800.0,04/2001,2003,No
519,2,Mastercard,Debit,5965680471968381,02/2006,491,YES,2,17897.0,02/2000,2013,No
519,3,Visa,Credit,4023269244492110,06/2024,413,YES,1,8700.0,02/2020,2020,No
520,0,Amex,Credit,388335286539294,09/2021,695,YES,2,19500.0,09/2005,2007,No
520,1,Mastercard,Debit,5418596356337176,06/2015,899,YES,1,24111.0,03/2015,2015,No
520,2,Mastercard,Debit,5930575507132281,06/2023,751,YES,1,34839.0,10/2015,2015,No
520,3,Mastercard,Credit,5293527173763220,04/2023,542,YES,1,12800.0,06/2010,2012,No
521,0,Mastercard,Credit,5073085904399854,10/2021,19,YES,2,9600.0,11/2004,2011,No
521,1,Visa,Debit,4046787704522231,04/2022,654,YES,2,15112.0,07/2005,2016,No
521,2,Mastercard,Credit,5539431041002735,09/2024,932,YES,2,11100.0,01/2020,2020,No
521,3,Visa,Debit,4488660162981931,06/2023,852,YES,1,14295.0,02/2010,2010,No
522,0,Mastercard,Credit,5618482408174959,02/2020,793,YES,1,5400.0,01/2020,2020,No
523,0,Mastercard,Debit,5792661772040761,10/2023,862,YES,2,18092.0,01/2010,2015,No
523,1,Mastercard,Debit,5446646218200600,12/2022,473,YES,2,23244.0,11/2007,2007,No
524,0,Visa,Debit,4886036634951653,04/2023,841,YES,1,12639.0,08/2012,2012,No
524,1,Mastercard,Debit,5208111902646302,12/2021,143,YES,1,13482.0,07/2014,2014,No
524,2,Mastercard,Debit,5683051566552763,03/2024,924,YES,1,13022.0,05/2010,2010,No
524,3,Mastercard,Debit,5024398810633935,02/2020,575,NO,2,23999.0,04/2014,2014,No
525,0,Visa,Debit,4388509355512107,01/2020,52,YES,2,12837.0,05/2001,2013,No
525,1,Mastercard,Debit,5133994303927341,07/2012,12,YES,1,25177.0,06/2007,2012,No
525,2,Visa,Credit,4999872563975234,01/2006,258,YES,1,18800.0,05/2004,2011,No
526,0,Visa,Credit,4012239673381945,03/2020,960,YES,2,3900.0,04/2014,2014,No
527,0,Discover,Credit,6491563889949652,02/2023,834,YES,2,7200.0,01/2020,2020,No
528,0,Mastercard,Debit,5040046262063377,12/2024,731,YES,2,11749.0,06/2003,2015,No
528,1,Mastercard,Debit (Prepaid),5361683790644838,01/2021,225,YES,1,77.0,09/2004,2011,No
529,0,Visa,Debit,4239806874218454,11/2011,564,YES,2,86262.0,10/2011,2011,No
529,1,Visa,Debit,4546418791213683,06/2010,955,YES,1,92939.0,02/2004,2011,No
529,2,Visa,Debit,4025546651211985,02/2024,741,YES,2,64613.0,01/2019,2019,No
530,0,Visa,Debit,4576325893639027,02/2020,8,YES,2,27305.0,02/2020,2020,No
531,0,Visa,Debit,4816684331004039,01/2023,757,YES,1,24546.0,08/2008,2010,No
531,1,Mastercard,Debit,5313945757861658,09/2018,764,YES,1,25121.0,01/2018,2018,No
531,2,Discover,Credit,6733959530204171,09/2022,878,YES,1,17000.0,07/2001,2018,No
531,3,Visa,Credit,4506945480857983,05/2023,476,YES,2,6800.0,10/2013,2013,No
531,4,Mastercard,Credit,5891397747740840,12/2013,198,YES,2,15100.0,08/2011,2011,No
532,0,Mastercard,Credit,5479226934776678,09/2013,276,YES,1,14300.0,07/2008,2008,No
532,1,Amex,Credit,340213655737651,11/2024,108,YES,2,8800.0,02/2015,2015,No
533,0,Visa,Credit,4073585160932951,05/2023,635,YES,2,4100.0,05/2012,2012,No
533,1,Amex,Credit,354919576312722,08/2021,795,YES,1,9500.0,08/2008,2016,No
533,2,Mastercard,Credit,5569011066508197,06/2010,780,YES,1,8500.0,07/2006,2011,No
534,0,Visa,Debit,4699690787956736,05/2023,5,NO,2,21741.0,02/2020,2020,No
534,1,Visa,Debit,4748742930224055,09/2020,974,YES,1,1741.0,02/2020,2020,No
535,0,Mastercard,Debit (Prepaid),5941982171557637,04/2021,756,YES,2,74.0,02/2020,2020,No
535,1,Visa,Credit,4224965156816542,02/2024,389,NO,1,8700.0,02/2020,2020,No
535,2,Mastercard,Debit (Prepaid),5515026771729881,03/2024,311,YES,1,63.0,01/2020,2020,No
536,0,Amex,Credit,371624685132627,10/2022,297,YES,2,18400.0,01/2010,2015,No
536,1,Visa,Credit,4682031333555589,12/2022,219,YES,2,9700.0,04/2019,2019,No
536,2,Mastercard,Credit,5437152511733314,01/2022,853,YES,1,13800.0,07/2009,2017,No
536,3,Visa,Credit,4518067619451768,06/2020,429,YES,2,0.0,06/2009,2011,No
537,0,Visa,Debit,4422198494122153,10/2020,852,YES,2,22501.0,02/2010,2010,No
538,0,Visa,Debit,4680510288921428,09/2013,217,YES,2,25307.0,09/2012,2012,No
538,1,Visa,Debit,4414800408438414,06/2020,833,YES,1,23401.0,10/2008,2011,No
538,2,Mastercard,Debit,5039380212110238,07/2020,830,YES,1,34385.0,01/2016,2016,No
539,0,Visa,Debit,4201603557566123,01/2023,380,YES,2,15485.0,10/2004,2010,No
539,1,Mastercard,Debit,5903118148557393,11/2022,939,NO,3,14156.0,01/2007,2018,No
539,2,Visa,Credit,4433520087348350,11/2021,303,YES,2,12400.0,09/2014,2014,No
539,3,Mastercard,Debit,5653383391642965,05/2024,280,YES,2,14850.0,09/2012,2012,No
540,0,Mastercard,Debit,5639527120868397,10/2023,126,YES,1,25093.0,07/2002,2006,No
541,0,Mastercard,Debit,5283951994405151,01/2020,201,NO,1,19991.0,01/2020,2020,No
542,0,Mastercard,Debit (Prepaid),5876773249686695,09/2022,942,YES,2,29.0,01/2020,2020,No
543,0,Visa,Debit,4786571889403869,08/2023,592,YES,2,28422.0,02/2020,2020,No
543,1,Visa,Credit,4061205624693615,02/2020,148,YES,1,10100.0,02/2020,2020,No
543,2,Mastercard,Debit (Prepaid),5565765822212471,12/2023,119,YES,2,40.0,08/2008,2018,No
544,0,Visa,Debit,4566018104845496,08/2020,490,YES,1,12589.0,01/2009,2011,No
544,1,Visa,Debit,4997480551334716,09/2023,51,YES,2,11885.0,03/2013,2013,No
544,2,Mastercard,Debit,5572601780823600,03/2024,642,YES,1,18820.0,07/2003,2008,No
545,0,Visa,Debit,4101200741078800,06/2020,810,YES,2,8562.0,09/2006,2008,No
545,1,Visa,Debit,4153032185259106,05/2022,614,YES,1,5933.0,11/2007,2009,No
545,2,Visa,Debit (Prepaid),4227171668701156,10/2024,319,YES,2,33.0,06/2002,2018,No
545,3,Mastercard,Debit,5465784735932043,08/2021,490,YES,1,10764.0,06/2005,2007,No
546,0,Mastercard,Credit,5448351633948320,06/2020,592,YES,1,8900.0,02/2020,2020,No
546,1,Visa,Debit,4778187080028211,01/2024,74,YES,2,6781.0,11/2011,2011,No
546,2,Visa,Debit,4514571438412414,01/2020,377,YES,2,12116.0,01/2020,2020,No
547,0,Mastercard,Debit,5962105909908856,08/2021,615,YES,2,21131.0,02/2007,2007,No
547,1,Mastercard,Debit,5977475805952055,06/2015,815,YES,2,13383.0,04/2015,2015,No
547,2,Mastercard,Debit (Prepaid),5491556655486869,05/2023,226,YES,1,58.0,09/2010,2010,No
548,0,Discover,Credit,6375330614788153,02/2021,523,YES,2,14600.0,12/2002,2008,No
549,0,Amex,Credit,356226851008135,01/2020,792,NO,1,6600.0,01/2020,2020,No
549,1,Visa,Debit,4128926575959194,06/2020,827,YES,1,23806.0,05/1999,2008,No
549,2,Visa,Debit,4840372814737208,11/2022,357,YES,2,17082.0,01/2004,2011,No
549,3,Mastercard,Debit,5573468131965566,09/2024,258,YES,1,16422.0,11/2007,2011,No
549,4,Mastercard,Debit,5566429737412055,04/2024,6,YES,1,15353.0,09/2007,2011,No
549,5,Mastercard,Debit (Prepaid),5570187893542298,07/2024,610,YES,1,66.0,07/2018,2018,No
550,0,Mastercard,Debit,5360341319255168,07/2024,985,YES,2,7221.0,01/2020,2020,No
550,1,Visa,Debit,4892181339731576,07/2022,846,YES,2,21032.0,02/2020,2020,No
551,0,Mastercard,Credit,5437743244958188,09/2022,676,YES,1,11900.0,01/2020,2020,No
551,1,Visa,Debit,4064511982908640,02/2020,861,YES,2,15328.0,01/2020,2020,No
552,0,Mastercard,Debit,5593047322938366,02/2020,697,YES,1,15023.0,01/2011,2011,No
552,1,Mastercard,Credit,5027469645306341,03/2023,841,YES,2,8500.0,10/2008,2008,No
552,2,Mastercard,Debit,5260164218460494,12/2014,234,YES,2,17667.0,07/2010,2011,No
552,3,Visa,Debit,4891248998438646,04/2023,860,YES,2,20549.0,01/2006,2007,No
552,4,Mastercard,Debit,5998541932516719,11/2009,863,YES,1,1738.0,02/1999,2007,No
553,0,Visa,Debit,4933381182408329,11/2020,961,YES,1,34013.0,11/2012,2012,No
553,1,Mastercard,Debit,5896188747962564,12/2022,194,YES,1,38290.0,07/2014,2014,No
553,2,Mastercard,Debit,5429242008081571,12/2018,151,YES,1,17718.0,12/2009,2010,No
553,3,Mastercard,Debit,5485368757971908,01/2020,442,NO,1,25878.0,09/2003,2009,No
553,4,Mastercard,Debit,5771106543332286,03/2013,600,YES,1,22858.0,05/2008,2010,No
554,0,Mastercard,Debit,5035566276017342,09/2024,348,NO,1,19913.0,12/2007,2010,No
555,0,Mastercard,Debit,5146721520853896,06/2022,597,YES,1,18648.0,02/2020,2020,No
556,0,Mastercard,Debit,5622888585637629,01/2023,818,YES,1,9676.0,06/2000,2009,No
556,1,Visa,Credit,4090651468730805,07/2024,347,YES,2,4900.0,07/2002,2004,No
556,2,Visa,Debit (Prepaid),4015493899295533,04/2023,455,YES,1,62.0,02/2011,2011,No
556,3,Mastercard,Debit,5331374110302611,08/2020,392,YES,1,17957.0,06/2014,2014,No
556,4,Mastercard,Credit,5120155075854705,10/2023,69,YES,2,13100.0,07/2008,2008,No
557,0,Discover,Credit,6907469862919142,01/2021,78,YES,1,10700.0,09/2006,2017,No
557,1,Amex,Credit,397876125303268,04/2022,283,YES,1,14400.0,11/2016,2016,No
557,2,Amex,Credit,320874983741928,08/2021,637,YES,1,20400.0,09/2005,2016,No
557,3,Mastercard,Debit,5216119435076209,12/2024,938,YES,2,1816.0,08/2005,2009,No
557,4,Amex,Credit,388894604011447,11/2009,475,YES,2,2200.0,05/2004,2008,No
558,0,Visa,Credit,4477205451217988,01/2020,510,YES,2,4600.0,08/2004,2011,No
559,0,Visa,Debit (Prepaid),4832425456568319,12/2022,771,YES,2,91.0,04/2003,2015,No
559,1,Mastercard,Credit,5573356132288877,02/2024,39,NO,2,14400.0,04/2012,2012,No
559,2,Visa,Debit,4990883053108043,09/2007,717,YES,1,18647.0,02/2005,2007,No
559,3,Visa,Credit,4205703038691363,10/2020,715,YES,1,18100.0,08/2005,2008,No
559,4,Mastercard,Debit (Prepaid),5452849951871914,04/2020,510,YES,2,35.0,06/2009,2009,No
560,0,Visa,Debit,4798004786727366,04/2023,439,YES,1,19079.0,02/2020,2020,No
561,0,Visa,Debit,4146173833591127,02/2020,127,YES,1,10686.0,01/2020,2020,No
561,1,Visa,Debit,4170284395296715,02/2021,886,YES,2,30000.0,02/2020,2020,No
562,0,Visa,Debit,4908013395790270,07/2021,30,YES,1,41221.0,07/2003,2011,No
562,1,Mastercard,Debit,5565610768898340,07/2024,214,YES,1,29170.0,03/2005,2006,No
562,2,Discover,Credit,6194011434705938,04/2022,513,YES,3,19800.0,11/2007,2011,No
